User_ID,Age,Gender,City,Occupation,Income_Lakhs,Digital_Usage_Score,Cricket_Skill,Bought_Saree,Bought_Cookware,Bought_AirFryer,Bought_Premium_Pen,Annual_Spend_Estimate,Switch_Intent
113,26,Male,Delhi,Homemaker,4.595490972998591,1,4,0,1,1,0,6402.119601427673,0
114,48,Male,Pune,Student,18.472161188929512,8,1,0,0,0,0,22093.013797964202,0
115,47,Female,Nagpur,Homemaker,11.855579820783126,1,1,1,1,0,0,11868.319709347265,0
116,37,Female,Bengaluru,Business Owner,23.24088115600988,3,4,1,0,0,0,23211.381755598435,1
117,38,Male,Delhi,Student,17.305611564060555,5,2,0,0,1,0,17865.012571872525,1
118,51,Male,Pune,Student,4.989217511416537,8,1,0,0,1,0,10469.059031909637,1
119,49,Male,Pune,Student,23.852844479580536,9,4,0,0,0,0,26366.9995195204,1
120,58,Female,Mumbai,Business Owner,8.68825980008541,7,1,0,0,1,0,13113.298279269568,0
121,54,Female,Mumbai,IT Professional,10.418674788938286,9,2,1,0,0,1,15099.84263590128,1
122,36,Male,Bengaluru,Homemaker,11.849729101037925,3,3,0,1,1,0,14855.006169996399,0
123,41,Female,Mumbai,Student,4.126934520894892,5,2,0,0,1,0,5407.0266997137805,0
124,49,Female,Bengaluru,Student,13.923339289073306,10,5,1,0,0,0,21083.627622113498,1
125,15,Male,Nagpur,Student,5.713006803656429,8,4,0,0,0,0,9430.625639475757,1
126,49,Male,Bengaluru,IT Professional,11.821347187143738,1,2,0,0,0,1,17504.73662976286,0
127,51,Male,Mumbai,IT Professional,10.715615335825856,8,3,0,0,1,1,11487.262665896176,1
128,28,Male,Nagpur,Business Owner,20.002481835383072,7,1,0,0,0,0,28360.351311536884,1
129,17,Female,Mumbai,IT Professional,20.669751255920083,1,4,1,0,0,1,20917.019259807807,0
130,15,Male,Bengaluru,Homemaker,6.3750834125599365,10,2,0,1,0,0,11820.687615997656,1
131,19,Male,Delhi,Business Owner,11.064126122342977,10,3,0,0,0,0,14855.54725912468,1
132,40,Male,Pune,Business Owner,11.213769542700298,6,2,0,0,0,0,11076.006956653522,0
133,28,Male,Mumbai,Homemaker,6.331029766593871,1,5,0,1,0,0,5774.236222553119,0
134,53,Male,Bengaluru,Homemaker,20.56597711112619,2,4,0,1,0,0,20834.60314138128,0
135,41,Male,Nagpur,Homemaker,18.559023223379313,5,1,0,1,0,0,21424.626648840796,1
136,23,Male,Mumbai,Business Owner,7.188399298534764,2,3,0,0,1,0,10430.675988555466,0
137,29,Male,Mumbai,Business Owner,11.06788198906358,10,2,0,0,0,0,16449.34344227781,1
138,29,Male,Pune,Business Owner,5.327710546843313,1,4,0,0,0,0,6243.994073408593,0
139,40,Male,Bengaluru,Homemaker,16.820545136046967,6,2,0,1,0,0,20589.28056908058,0
140,56,Male,Delhi,Homemaker,5.6701823400696325,8,4,0,1,0,0,6160.321953837136,1
141,27,Male,Nagpur,Student,24.690551709748192,8,5,0,0,0,0,25365.502705476007,1
142,46,Male,Bengaluru,IT Professional,20.17500564313297,8,2,0,0,0,1,21181.02766540437,1
143,53,Male,Nagpur,Student,11.585248090847891,6,5,0,0,1,0,13838.700374857182,1
144,46,Male,Mumbai,Homemaker,15.728406510145797,3,3,0,1,0,0,13484.976270697716,0
145,18,Male,Pune,Business Owner,23.049519956760992,1,5,0,0,0,0,22169.94486730278,0
146,44,Female,Pune,Homemaker,15.190184168708175,2,4,1,1,0,0,13453.685678746144,0
147,51,Male,Delhi,IT Professional,6.838966700755014,5,3,0,0,0,1,10314.397553152377,0
148,37,Male,Pune,Student,11.331473822785505,10,2,0,0,1,0,17206.785080602007,1
149,53,Female,Mumbai,Student,21.549187030654398,5,2,1,0,0,0,23447.898951182466,1
150,59,Male,Delhi,Business Owner,17.172686351771596,10,4,0,0,1,0,18372.76451543771,1
151,29,Male,Bengaluru,Student,17.315936455343607,1,1,0,0,0,0,17341.648636471255,0
152,57,Female,Pune,Student,22.070072685146762,1,1,1,0,0,0,23227.324915898967,0
153,43,Female,Delhi,Homemaker,22.667407264175104,9,2,1,1,0,0,28788.860598653133,1
154,50,Male,Mumbai,Student,23.2354365791476,2,4,0,0,0,0,27742.245833773537,1
155,27,Male,Nagpur,Student,5.086682251569434,7,1,0,0,0,0,10823.6786124128,1
156,46,Male,Nagpur,Student,14.97077204318822,10,5,0,0,0,0,20300.325101324077,1
157,21,Male,Mumbai,Business Owner,19.29120946680301,4,2,0,0,0,0,20720.72678618826,0
158,36,Male,Mumbai,Business Owner,19.652390592794305,7,5,0,0,0,0,21666.522400211743,1
159,42,Male,Nagpur,Homemaker,16.347756443340085,8,4,0,1,1,0,23059.080235119938,1
160,16,Male,Delhi,Student,6.669321374040832,5,5,0,0,0,0,9502.502533439047,1
161,56,Male,Nagpur,Business Owner,20.543252186716614,1,1,0,0,0,0,22304.340604083518,0
162,59,Female,Mumbai,Business Owner,18.842449337328805,4,1,1,0,1,0,19662.00986147009,0
163,20,Male,Pune,Homemaker,4.894986974078798,10,3,0,1,0,0,7413.168843059183,1
164,42,Male,Bengaluru,IT Professional,13.203816142836278,3,2,0,0,0,1,13903.140706290824,0
165,42,Male,Pune,Student,6.827502789479679,10,4,0,0,0,0,11221.646257868426,1
166,58,Male,Pune,Business Owner,10.424495005685381,5,2,0,0,0,0,13308.039872973657,0
167,58,Male,Mumbai,Homemaker,3.3977840285250798,10,5,0,1,0,0,6922.916250557129,1
168,34,Male,Nagpur,Homemaker,11.807257105036681,10,4,0,1,0,0,16857.19683180061,1
169,44,Male,Delhi,Homemaker,15.09729226543663,6,4,0,1,1,0,20452.704974146665,1
170,25,Male,Pune,Business Owner,16.63081704219591,2,1,0,0,0,0,14284.893823121642,0
171,42,Male,Nagpur,Student,17.59678759283162,7,5,0,0,0,0,16862.982408918924,1
172,39,Male,Delhi,IT Professional,21.39840888825412,3,1,0,0,0,1,25390.23658549104,0
173,53,Male,Pune,Student,7.7401839600660605,1,1,0,0,1,0,5312.931044001487,0
174,47,Male,Delhi,Homemaker,5.650600093646295,10,3,0,1,1,0,9890.456159861387,1
175,15,Other,Nagpur,Homemaker,21.733817781754365,3,1,0,1,1,0,24450.77714436734,0
176,41,Male,Bengaluru,IT Professional,6.445481927638298,9,2,0,0,0,1,10827.029590296752,1
177,27,Male,Nagpur,Student,24.444721789396297,10,4,0,0,0,0,29298.14603138915,1
178,55,Male,Mumbai,Homemaker,21.535841046770013,6,1,0,1,1,0,24680.63434240661,0
179,17,Male,Delhi,Homemaker,14.019285329571181,6,2,0,1,0,0,22056.713528160108,1
180,53,Other,Bengaluru,Student,24.591271348284554,4,5,0,0,0,0,30152.521260118985,1
181,20,Male,Delhi,Homemaker,5.142288040376092,8,4,0,1,0,0,7754.837422639325,1
182,22,Female,Delhi,Student,9.667446745852235,5,5,0,0,0,0,14269.223227745975,1
183,41,Male,Pune,Homemaker,17.040937130893454,7,2,0,1,1,0,21551.952646077043,1
184,23,Male,Mumbai,Student,10.700151106409933,9,5,0,0,0,0,15161.12150090653,1
185,51,Male,Delhi,IT Professional,23.42419614357742,5,5,0,0,1,1,24108.4585266226,1
186,47,Female,Nagpur,Homemaker,4.443773939911987,5,5,0,1,0,0,7846.510002802919,1
187,56,Male,Nagpur,IT Professional,15.08706030534122,4,1,0,0,0,1,16474.969375212386,0
188,58,Male,Pune,Homemaker,15.999057882692519,6,1,0,1,0,0,18239.9377328342,1
189,38,Other,Mumbai,Homemaker,17.360018723098932,2,1,0,1,0,0,16825.87602046119,0
190,29,Male,Mumbai,Business Owner,8.624656913299917,3,4,0,0,0,0,12124.30395542477,1
191,46,Male,Nagpur,Student,11.020461405437018,1,2,0,0,0,0,9984.985368178253,0
192,46,Male,Bengaluru,IT Professional,21.560971652629508,2,1,0,0,0,1,21037.68117475798,0
193,38,Other,Pune,IT Professional,7.2887409173435165,2,5,0,0,1,1,9844.616452504128,0
194,55,Male,Pune,IT Professional,21.191092637813966,8,5,0,0,0,1,24902.431702207778,1
195,26,Female,Nagpur,Student,15.378419303860333,8,5,1,0,0,0,19143.582256288413,1
196,53,Female,Nagpur,Business Owner,19.768125246269808,2,5,1,0,0,0,22833.91221445315,1
197,16,Male,Bengaluru,IT Professional,18.699362057796375,6,3,0,0,0,1,24326.763281380245,1
198,17,Male,Bengaluru,Student,7.565252898467338,5,4,0,0,0,0,5809.561454600294,1
199,51,Male,Mumbai,Homemaker,15.513880201545202,3,2,0,1,0,0,16756.331691976713,0
200,31,Male,Pune,IT Professional,22.08990936171203,5,2,0,0,0,1,21769.380305364037,0
201,16,Female,Pune,IT Professional,12.506557209642445,5,1,1,0,0,1,14232.970533927792,0
202,16,Female,Nagpur,Business Owner,24.26499694491297,5,3,1,0,1,0,26751.524632684763,1
203,42,Male,Mumbai,IT Professional,12.948732202237798,3,2,0,0,0,1,13739.023056089367,0
204,37,Male,Pune,IT Professional,6.141284006693463,3,4,0,0,0,1,5590.733145354061,0
205,51,Male,Mumbai,Homemaker,11.567562961708811,4,5,0,1,0,0,11415.54968627922,0
206,46,Male,Mumbai,Student,23.937452940591818,7,1,0,0,0,0,28893.33571865632,1
207,47,Male,Nagpur,Student,10.033858685476794,2,4,0,0,0,0,14103.478297684509,0
208,15,Male,Mumbai,Business Owner,22.098159517075384,10,2,0,0,0,0,22977.205659208383,1
209,33,Male,Bengaluru,Homemaker,22.387514997001574,4,3,0,1,0,0,23732.27766487054,1
210,16,Male,Bengaluru,Student,10.704103535303144,4,1,0,0,1,0,14168.031810091778,0
211,58,Male,Delhi,Homemaker,4.831668477113906,1,2,0,1,0,0,5266.460956312209,0
212,40,Male,Nagpur,Student,18.940274001494004,10,1,0,0,0,0,21712.900757682924,1
213,46,Male,Delhi,Homemaker,9.853270578307693,8,2,0,1,1,0,12897.691770180538,1
214,20,Female,Bengaluru,Business Owner,20.224319513666593,1,5,1,0,0,0,21328.61998853031,0
215,46,Male,Delhi,IT Professional,12.738406661729528,8,3,0,0,0,1,16124.022442968817,1
216,18,Female,Nagpur,Business Owner,13.675868331537675,7,5,1,0,0,0,17079.908463700558,1
217,25,Female,Nagpur,Student,20.11400694846781,9,2,1,0,1,0,24575.685953304524,1
218,31,Male,Mumbai,Business Owner,11.411993283355814,8,4,0,0,1,0,14363.430064039223,1
219,52,Female,Pune,IT Professional,12.74880159710412,5,5,1,0,0,1,16881.939645046186,1
220,38,Male,Mumbai,Business Owner,11.276190312931687,8,4,0,0,1,0,14321.207119249486,1
221,19,Male,Nagpur,Student,11.081491336100159,10,2,0,0,0,0,14070.555351635674,1
222,48,Male,Bengaluru,Student,14.570824691832106,3,3,0,0,1,0,20530.1035586785,0
223,20,Male,Bengaluru,Business Owner,20.793587779025316,10,4,0,0,0,0,25637.99960015048,1
224,36,Male,Mumbai,IT Professional,10.95890286229645,7,2,0,0,1,1,9258.661461898482,1
225,25,Male,Nagpur,Business Owner,14.533603851830208,4,4,0,0,1,0,19043.093526505516,0
226,30,Male,Bengaluru,IT Professional,17.756001159737217,5,5,0,0,0,1,22759.058898165014,1
227,47,Male,Nagpur,Homemaker,8.92766781868041,9,2,0,1,1,0,14342.018880994472,1
228,23,Male,Bengaluru,IT Professional,9.105501707852635,7,5,0,0,0,1,13868.772127493974,1
229,20,Female,Nagpur,Homemaker,23.535088794516007,4,1,1,1,0,0,29854.57341985228,0
230,30,Male,Delhi,Business Owner,18.91776061328395,6,2,0,0,0,0,19992.157085346957,0
231,43,Male,Nagpur,IT Professional,15.698106876912796,10,4,0,0,0,1,20964.58698486242,1
232,17,Female,Nagpur,Homemaker,17.249841197253463,7,1,1,1,1,0,24689.2465553557,1
233,34,Male,Mumbai,Homemaker,3.644587748275204,10,5,0,1,1,0,13007.725910211619,1
234,50,Male,Delhi,Homemaker,16.59826524235733,9,5,0,1,0,0,20366.080616541854,1
235,33,Male,Pune,Student,14.209195210932442,4,4,0,0,0,0,20229.49691111071,0
236,40,Male,Mumbai,Business Owner,15.006492955147586,10,1,0,0,0,0,21611.75435779482,1
237,17,Other,Pune,Homemaker,10.907324190277976,3,3,0,1,0,0,15397.753186015114,0
238,33,Male,Bengaluru,IT Professional,4.792425749684721,8,4,0,0,0,1,10332.067556000293,1
239,34,Female,Pune,Homemaker,7.253463139465148,1,5,0,1,1,0,8364.355627185894,0
240,46,Male,Nagpur,Student,23.916383690678778,9,2,0,0,0,0,32835.15794248461,1
241,21,Male,Pune,Business Owner,11.991390369960547,1,1,0,0,0,0,11434.170441485061,0
242,55,Male,Mumbai,Student,13.267029428279011,2,3,0,0,0,0,18071.595708986955,0
243,47,Male,Mumbai,Student,4.159615376775658,8,2,0,0,0,0,12280.993244231497,0
244,54,Male,Pune,Student,3.8264570499675727,9,1,0,0,0,0,11052.553692521074,0
245,53,Female,Mumbai,IT Professional,18.77799183502867,7,4,1,0,1,1,22134.533871406667,1
246,32,Female,Mumbai,Business Owner,14.838082610664449,3,4,1,0,0,0,16826.953306622487,0
247,54,Male,Pune,Business Owner,14.191531652757867,7,1,0,0,0,0,15141.920422212115,1
248,15,Other,Delhi,IT Professional,8.34873966929871,6,3,0,0,0,1,10443.579729412331,1
249,25,Female,Delhi,Business Owner,19.384516095858288,2,1,1,0,1,0,21625.939602068647,0
250,42,Male,Bengaluru,Student,6.701204740386821,3,2,0,0,1,0,5347.780128853559,0
251,39,Male,Mumbai,Business Owner,7.178564360542441,10,2,0,0,0,0,11582.741704546299,1
252,37,Male,Pune,IT Professional,13.13566776966206,10,4,0,0,0,1,22025.325052798267,1
253,45,Male,Mumbai,Student,9.298156966462699,5,1,0,0,0,0,11489.428820914933,0
254,44,Male,Nagpur,IT Professional,8.444185587129219,10,4,0,0,0,1,15511.442258104253,1
255,56,Male,Mumbai,Homemaker,17.195228180173295,4,3,0,1,0,0,20328.23309028373,1
256,49,Female,Mumbai,Student,17.32137839480798,2,2,1,0,0,0,17705.999521794176,0
257,21,Male,Delhi,Student,21.139375535598443,4,5,0,0,0,0,22829.27821789518,1
258,30,Male,Pune,Business Owner,12.189588473405468,8,5,0,0,0,0,16523.31896828878,1
259,40,Female,Mumbai,Student,4.607872002575306,5,1,0,0,1,0,5000.0,0
260,16,Female,Delhi,IT Professional,9.02066046827207,5,1,0,0,1,1,13414.610070023082,0
261,15,Male,Bengaluru,Business Owner,24.56012019032997,10,5,0,0,0,0,29323.360040221713,1
262,26,Female,Delhi,Homemaker,16.117688655119444,3,1,1,1,0,0,19581.52298165723,0
263,19,Male,Delhi,IT Professional,18.614215865622448,8,2,0,0,1,1,23390.617092726363,1
264,51,Male,Delhi,Homemaker,3.16187225175912,6,3,0,1,1,0,5836.75301680898,1
265,46,Male,Mumbai,Homemaker,14.400526108015459,2,3,0,1,0,0,15795.623364115758,0
266,23,Male,Mumbai,Homemaker,3.8256304656996685,2,4,0,1,1,0,5227.452340356499,0
267,55,Male,Bengaluru,Student,15.523064666011855,9,2,0,0,0,0,22975.444865471465,1
268,49,Male,Nagpur,IT Professional,23.25695869199366,7,1,0,0,0,1,26882.267677550975,1
269,33,Male,Nagpur,IT Professional,24.305220871008974,10,1,0,0,1,1,29881.551886293146,1
270,30,Male,Nagpur,Student,14.892158858556332,9,4,0,0,0,0,16868.37929310278,1
271,17,Male,Bengaluru,Business Owner,13.080505715548751,6,4,0,0,1,0,15986.41881895179,1
272,34,Female,Nagpur,Homemaker,23.790376073466867,5,1,1,1,0,0,29198.996277059847,1
273,38,Male,Nagpur,IT Professional,17.81941630392729,1,1,0,0,1,1,19177.058315951585,0
274,47,Male,Delhi,Student,4.427784149845008,6,2,0,0,1,0,5265.760010319887,0
275,38,Male,Mumbai,Homemaker,13.245962708684946,6,4,0,1,1,0,14298.306036868535,0
276,25,Male,Mumbai,Business Owner,8.285390406214686,3,2,0,0,1,0,8302.399551393351,0
277,22,Male,Delhi,Business Owner,13.335695071870994,3,1,0,0,1,0,16834.95715905796,0
278,50,Female,Delhi,Homemaker,13.020242584139957,3,5,1,1,0,0,16273.323608724564,0
279,52,Male,Delhi,Business Owner,15.807185661924324,3,5,0,0,0,0,10398.675956242329,1
280,54,Male,Mumbai,IT Professional,10.848950787683528,7,1,0,0,0,1,14186.179399115284,0
281,34,Male,Nagpur,IT Professional,6.613949888030417,10,4,0,0,0,1,11909.22608880425,1
282,49,Male,Delhi,IT Professional,14.081827560979038,2,5,0,0,0,1,13157.540503260409,0
283,39,Male,Bengaluru,Business Owner,21.264463455606766,10,4,0,0,0,0,25483.513461718983,1
284,49,Male,Delhi,IT Professional,17.608269017487252,10,5,0,0,0,1,25270.266115746646,1
285,39,Male,Pune,Student,10.444093050354748,2,4,0,0,0,0,12261.779473983755,0
286,43,Male,Delhi,IT Professional,23.58150650069486,3,5,0,0,0,1,24082.341220071183,1
287,32,Male,Mumbai,IT Professional,23.06856656748201,10,4,0,0,0,1,27693.949844265928,1
288,32,Male,Delhi,Business Owner,7.605664786450173,7,2,0,0,0,0,10649.918528459048,1
